region,day,TempMax_Deg,TempMin_Deg,Wind_kmh,Wet_percent,Visibility_km,CloudCoverage_percent,Dayduration_Min
Occitanie,2019/08/09,31.0,26.0,18.0,77.5,9.6875,22.0,855.0
Pays de la Loire,2019/08/09,23.0,21.0,37.0,80.0,9.75,52.0,873.0
Provence-Alpes-Côte d'Azur,2019/08/09,28.0,27.0,25.0,68.0,10.0,4.0,854.0
Île-de-France,2019/08/09,27.0,23.0,21.0,65.0,9.25,66.0,882.0
Bourgogne-Franche-Comté,2019/08/10,25.0,19.0,17.5,80.5,9.625,43.0,870.5
Bretagne,2019/08/10,23.0,19.0,34.0,68.0,10.0,47.0,875.0
Centre-Val de Loire,2019/08/10,25.0,20.0,27.0,61.0,10.0,53.0,874.0
Corse,2019/08/10,31.0,29.0,11.0,52.0,10.0,1.0,845.0
Grand Est,2019/08/10,24.0,20.5,25.0,74.0,9.1875,53.0,879.5
Hauts-de-France,2019/08/10,22.5,19.0,36.5,68.0,10.0,64.5,887.0
Normandie,2019/08/10,23.0,19.0,36.0,66.0,10.0,68.0,881.0
Nouvelle-Aquitaine,2019/08/10,22.666666666666668,20.33333333333333,17.333333333333332,68.33333333333333,9.625,47.66666666666666,862.3333333333334
Occitanie,2019/08/10,27.5,23.5,16.0,78.5,8.6875,70.0,853.0
Pays de la Loire,2019/08/10,23.0,20.0,32.0,64.0,10.0,56.0,870.0
Provence-Alpes-Côte d'Azur,2019/08/10,29.0,28.0,15.0,72.0,10.0,5.0,852.0
Île-de-France,2019/08/10,25.0,20.0,26.0,58.0,10.0,52.0,879.0
Bourgogne-Franche-Comté,2019/08/11,21.5,16.0,17.0,81.0,8.625,50.0,868.0
Bretagne,2019/08/11,22.0,17.0,24.0,74.0,8.75,46.0,873.0
Centre-Val de Loire,2019/08/11,22.0,17.0,15.0,68.0,9.875,44.0,871.0
Corse,2019/08/11,31.0,30.0,8.0,44.0,10.0,2.0,843.0
Grand Est,2019/08/11,23.5,19.5,21.0,61.5,9.375,36.5,877.0
Hauts-de-France,2019/08/11,20.5,16.0,19.0,74.5,9.9375,39.0,884.0
Normandie,2019/08/11,21.0,16.0,20.0,77.0,9.5,49.0,878.0
Nouvelle-Aquitaine,2019/08/11,19.33333333333333,15.333333333333334,12.333333333333334,90.0,8.25,49.333333333333336,859.3333333333334
Occitanie,2019/08/11,24.0,22.5,21.5,71.0,9.375,45.0,850.5
Pays de la Loire,2019/08/11,23.0,18.0,25.0,76.0,10.0,55.0,868.0
Provence-Alpes-Côte d'Azur,2019/08/11,28.0,22.0,27.0,74.0,10.0,8.0,849.0
Île-de-France,2019/08/11,22.0,19.0,14.0,60.0,10.0,51.0,877.0
Bourgogne-Franche-Comté,2019/08/12,21.5,16.5,8.5,83.0,8.125,50.5,865.0
Bretagne,2019/08/12,19.0,16.0,22.0,78.0,6.625,48.0,869.0
Centre-Val de Loire,2019/08/12,21.0,17.0,19.0,68.0,9.625,56.0,868.0
Corse,2019/08/12,32.0,30.0,6.0,53.0,9.625,43.0,840.0
Grand Est,2019/08/12,21.0,17.5,11.5,70.5,9.625,43.0,873.0
Hauts-de-France,2019/08/12,20.0,15.5,20.0,77.5,9.6875,39.0,880.0
Normandie,2019/08/12,18.0,15.0,22.0,82.0,8.75,59.0,875.0
Nouvelle-Aquitaine,2019/08/12,20.0,17.333333333333332,21.0,77.0,8.083333333333334,55.66666666666666,857.0
Occitanie,2019/08/12,25.0,20.5,23.0,69.0,8.875,55.0,848.0
Pays de la Loire,2019/08/12,22.0,17.0,28.0,75.0,9.75,71.0,864.0
Provence-Alpes-Côte d'Azur,2019/08/12,28.0,25.0,28.0,68.0,9.875,17.0,847.0
Île-de-France,2019/08/12,23.0,19.0,19.0,57.0,9.875,42.0,873.0
Bourgogne-Franche-Comté,2019/08/13,20.5,15.5,10.0,75.5,8.9375,41.5,862.5
Bretagne,2019/08/13,18.0,15.0,18.0,78.0,9.875,54.0,866.0
Centre-Val de Loire,2019/08/13,22.0,15.0,13.0,65.0,10.0,45.0,865.0
Corse,2019/08/13,27.0,25.0,17.0,58.0,10.0,19.0,838.0
Grand Est,2019/08/13,21.0,16.0,13.0,69.5,9.875,64.0,870.5
Hauts-de-France,2019/08/13,18.0,12.0,25.0,82.0,9.5,46.5,877.0
Normandie,2019/08/13,17.0,15.0,20.0,85.0,7.75,58.0,872.0
Nouvelle-Aquitaine,2019/08/13,20.666666666666668,16.333333333333332,13.333333333333334,70.66666666666667,8.791666666666666,37.333333333333336,853.6666666666666
Occitanie,2019/08/13,25.0,19.0,16.5,60.0,10.0,29.5,845.5
Pays de la Loire,2019/08/13,22.0,16.0,21.0,65.0,10.0,35.0,861.0
Provence-Alpes-Côte d'Azur,2019/08/13,26.0,22.0,44.0,54.0,10.0,23.0,844.0
Île-de-France,2019/08/13,21.0,17.0,15.0,55.0,10.0,34.0,870.0
Bourgogne-Franche-Comté,2019/08/14,23.0,18.0,5.5,56.5,10.0,13.0,859.0
Bretagne,2019/08/14,18.0,15.0,28.0,86.0,7.25,76.0,863.0
Centre-Val de Loire,2019/08/14,24.0,18.0,18.0,65.0,10.0,44.0,862.0
Corse,2019/08/14,26.0,23.0,14.0,62.0,10.0,16.0,836.0
Grand Est,2019/08/14,22.5,17.0,9.0,63.0,10.0,51.5,866.5
Hauts-de-France,2019/08/14,17.5,15.0,18.5,79.5,6.0,61.0,873.5
Normandie,2019/08/14,19.0,15.0,31.0,83.0,8.0,81.0,869.0
Nouvelle-Aquitaine,2019/08/14,22.666666666666668,18.0,15.666666666666666,66.33333333333333,9.333333333333334,38.333333333333336,851.0
Occitanie,2019/08/14,26.5,21.0,13.0,49.5,10.0,13.5,843.0
Pays de la Loire,2019/08/14,20.0,18.0,27.0,70.0,9.0,73.0,859.0
Provence-Alpes-Côte d'Azur,2019/08/14,27.0,22.0,30.0,48.0,10.0,27.0,842.0
Île-de-France,2019/08/14,24.0,19.0,17.0,59.0,10.0,56.0,866.0
Bourgogne-Franche-Comté,2019/08/15,22.5,18.0,20.0,72.0,10.0,49.0,856.0
Bretagne,2019/08/15,21.0,17.0,19.0,77.0,8.875,71.0,860.0
Centre-Val de Loire,2019/08/15,21.0,17.0,19.0,75.0,9.875,77.0,859.0
Corse,2019/08/15,27.0,24.0,13.0,55.0,10.0,7.0,833.0
Grand Est,2019/08/15,21.5,17.5,24.0,74.5,9.4375,67.5,864.0
Hauts-de-France,2019/08/15,21.0,16.5,31.0,79.0,8.625,77.0,871.0
Normandie,2019/08/15,21.0,17.0,30.0,84.0,10.0,60.0,865.0
Nouvelle-Aquitaine,2019/08/15,20.33333333333333,17.333333333333332,14.0,82.33333333333333,10.0,63.333333333333336,848.6666666666666
Occitanie,2019/08/15,26.0,22.5,24.5,63.5,10.0,26.5,840.0
Pays de la Loire,2019/08/15,22.0,19.0,21.0,67.0,9.875,59.0,856.0
Provence-Alpes-Côte d'Azur,2019/08/15,28.0,25.0,32.0,48.0,10.0,13.0,838.0
Île-de-France,2019/08/15,23.0,19.0,21.0,66.0,9.375,81.0,864.0
Bourgogne-Franche-Comté,2019/08/16,24.0,18.5,6.5,72.5,9.5,34.5,853.5
Bretagne,2019/08/16,22.0,17.0,28.0,77.0,8.375,51.0,857.0
Centre-Val de Loire,2019/08/16,25.0,19.0,15.0,65.0,10.0,23.0,856.0
Corse,2019/08/16,27.0,25.0,13.0,57.0,10.0,9.0,831.0
Grand Est,2019/08/16,23.0,18.0,10.0,70.0,9.875,36.5,861.0
Hauts-de-France,2019/08/16,22.0,17.0,23.0,75.0,9.5,39.5,867.5
Normandie,2019/08/16,22.0,17.0,24.0,72.0,8.375,36.0,862.0
Nouvelle-Aquitaine,2019/08/16,25.0,18.33333333333333,9.666666666666666,72.66666666666667,9.208333333333334,16.666666666666668,845.3333333333334
Occitanie,2019/08/16,27.5,22.0,14.5,61.5,10.0,6.0,837.0
Pays de la Loire,2019/08/16,22.0,19.0,24.0,71.0,10.0,33.0,852.0
Provence-Alpes-Côte d'Azur,2019/08/16,26.0,23.0,18.0,52.0,10.0,5.0,836.0
Île-de-France,2019/08/16,25.0,20.0,16.0,59.0,10.0,26.0,861.0
Bourgogne-Franche-Comté,2019/08/17,22.0,21.0,13.5,65.0,10.0,38.5,850.0
Bretagne,2019/08/17,21.0,19.0,19.0,94.0,7.5,95.0,854.0
Centre-Val de Loire,2019/08/17,19.0,16.0,20.0,93.0,7.25,86.0,853.0
Corse,2019/08/17,26.0,24.0,10.0,68.0,10.0,19.0,828.0
Grand Est,2019/08/17,19.5,16.5,16.0,78.0,8.4375,60.5,857.5
Hauts-de-France,2019/08/17,20.0,17.5,24.5,90.0,8.1875,91.0,864.0
Normandie,2019/08/17,21.0,18.0,20.0,93.0,8.5,92.0,858.0
Nouvelle-Aquitaine,2019/08/17,24.33333333333333,19.33333333333333,19.0,80.0,9.666666666666666,41.0,843.0
Occitanie,2019/08/17,28.5,22.5,12.5,69.0,10.0,6.0,834.0
Pays de la Loire,2019/08/17,19.0,18.0,23.0,95.0,8.125,99.0,850.0
Provence-Alpes-Côte d'Azur,2019/08/17,25.0,24.0,14.0,73.0,10.0,7.0,833.0
Île-de-France,2019/08/17,20.0,18.0,19.0,89.0,7.75,89.0,857.0
Bourgogne-Franche-Comté,2019/08/18,28.5,23.5,19.5,61.5,9.625,33.5,847.0
Bretagne,2019/08/18,22.0,17.0,20.0,86.0,7.375,69.0,850.0
Centre-Val de Loire,2019/08/18,23.0,21.0,26.0,81.0,9.25,80.0,850.0
Corse,2019/08/18,28.0,26.0,10.0,55.0,10.0,4.0,826.0
Grand Est,2019/08/18,25.5,22.5,19.0,76.0,9.0,65.5,854.5
Hauts-de-France,2019/08/18,20.0,15.5,26.0,90.0,8.4375,76.5,860.5
Normandie,2019/08/18,20.0,17.0,26.0,87.0,8.625,67.0,856.0
Nouvelle-Aquitaine,2019/08/18,23.666666666666668,21.0,20.666666666666668,79.0,8.708333333333334,45.0,840.0
Occitanie,2019/08/18,27.5,24.0,20.5,78.5,9.875,49.0,832.0
Pays de la Loire,2019/08/18,21.0,19.0,24.0,87.0,7.625,63.0,847.0
Provence-Alpes-Côte d'Azur,2019/08/18,25.0,24.0,25.0,79.0,10.0,5.0,831.0
Île-de-France,2019/08/18,23.0,21.0,24.0,77.0,8.625,84.0,854.0
Bourgogne-Franche-Comté,2019/08/19,22.0,18.5,11.0,80.0,9.4375,52.5,843.5
Bretagne,2019/08/19,20.0,16.0,15.0,75.0,7.0,60.0,848.0
Centre-Val de Loire,2019/08/19,22.0,17.0,15.0,69.0,10.0,30.0,847.0
Corse,2019/08/19,29.0,27.0,9.0,45.0,10.0,5.0,823.0
Grand Est,2019/08/19,22.5,19.5,9.5,67.0,8.6875,60.0,850.5
Hauts-de-France,2019/08/19,20.5,15.0,23.0,76.0,9.9375,36.0,857.0
Normandie,2019/08/19,20.0,15.0,23.0,77.0,9.875,30.0,852.0
Nouvelle-Aquitaine,2019/08/19,21.666666666666668,17.333333333333332,11.666666666666666,68.66666666666667,9.125,37.0,837.3333333333334
Occitanie,2019/08/19,24.5,20.5,15.5,79.0,9.75,71.0,829.0
Pays de la Loire,2019/08/19,21.0,17.0,19.0,70.0,9.875,28.0,843.0
Provence-Alpes-Côte d'Azur,2019/08/19,27.0,26.0,11.0,65.0,10.0,22.0,828.0
Île-de-France,2019/08/19,23.0,19.0,15.0,58.0,10.0,40.0,850.0
Bourgogne-Franche-Comté,2019/08/20,17.0,16.0,8.0,79.5,8.4375,50.0,841.0
Bretagne,2019/08/20,21.0,15.0,17.0,73.0,10.0,21.0,845.0
Centre-Val de Loire,2019/08/20,22.0,18.0,9.0,62.0,10.0,34.0,843.0
Corse,2019/08/20,29.0,27.0,11.0,48.0,10.0,5.0,821.0
Grand Est,2019/08/20,19.5,17.5,6.5,66.5,9.6875,52.0,848.0
Hauts-de-France,2019/08/20,20.0,15.0,19.0,76.0,10.0,25.5,853.5
Normandie,2019/08/20,19.0,16.0,15.0,73.0,9.0,23.0,849.0
Nouvelle-Aquitaine,2019/08/20,22.33333333333333,17.333333333333332,13.0,64.66666666666667,10.0,21.0,834.3333333333334
Occitanie,2019/08/20,23.0,18.5,17.5,79.5,9.125,55.0,827.0
Pays de la Loire,2019/08/20,23.0,17.0,11.0,69.0,10.0,14.0,840.0
Provence-Alpes-Côte d'Azur,2019/08/20,26.0,20.0,28.0,70.0,10.0,19.0,826.0
Île-de-France,2019/08/20,23.0,19.0,10.0,56.0,10.0,43.0,847.0
Bourgogne-Franche-Comté,2019/08/21,23.5,16.5,22.0,70.0,8.3125,22.5,838.0
Bretagne,2019/08/21,24.0,16.0,9.0,73.0,9.0,29.0,841.0
Centre-Val de Loire,2019/08/21,25.0,18.0,12.0,61.0,10.0,15.0,840.0
Corse,2019/08/21,28.0,26.0,11.0,59.0,10.0,4.0,818.0
Grand Est,2019/08/21,23.5,18.0,12.0,67.0,10.0,18.5,844.5
Hauts-de-France,2019/08/21,23.0,16.5,5.0,70.5,10.0,6.0,850.0
Normandie,2019/08/21,22.0,15.0,8.0,73.0,10.0,9.0,846.0
Nouvelle-Aquitaine,2019/08/21,25.0,18.33333333333333,14.666666666666666,60.333333333333336,10.0,24.0,831.0
Occitanie,2019/08/21,27.0,20.0,14.5,57.0,10.0,38.0,824.0
Pays de la Loire,2019/08/21,26.0,18.0,13.0,65.0,10.0,24.0,838.0
Provence-Alpes-Côte d'Azur,2019/08/21,26.0,25.0,9.0,60.0,10.0,11.0,823.0
Île-de-France,2019/08/21,26.0,19.0,9.0,51.0,10.0,23.0,845.0
Bourgogne-Franche-Comté,2019/08/22,25.5,17.5,13.5,69.0,9.0,3.0,835.0
Bretagne,2019/08/22,27.0,18.0,9.0,65.0,10.0,19.0,838.0
Centre-Val de Loire,2019/08/22,27.0,20.0,11.0,53.0,10.0,7.0,838.0
Corse,2019/08/22,28.0,26.0,11.0,60.0,9.875,43.0,816.0
Grand Est,2019/08/22,25.5,19.0,13.0,65.5,10.0,6.0,841.0
Hauts-de-France,2019/08/22,25.0,18.5,9.5,62.5,10.0,5.5,846.5
Normandie,2019/08/22,23.0,18.0,10.0,67.0,10.0,10.0,842.0
Nouvelle-Aquitaine,2019/08/22,27.33333333333333,19.666666666666668,13.666666666666666,59.0,10.0,2.6666666666666665,828.3333333333334
Occitanie,2019/08/22,28.5,21.5,10.0,55.0,10.0,7.0,821.5
Pays de la Loire,2019/08/22,28.0,20.0,13.0,55.0,10.0,7.0,835.0
Provence-Alpes-Côte d'Azur,2019/08/22,27.0,22.0,12.0,60.0,9.75,29.0,820.0
Île-de-France,2019/08/22,28.0,21.0,10.0,37.0,10.0,8.0,841.0
Bourgogne-Franche-Comté,2019/08/23,26.5,19.0,15.5,72.0,9.0,1.5,831.0
Bretagne,2019/08/23,28.0,18.0,15.0,61.0,10.0,36.0,835.0
Centre-Val de Loire,2019/08/23,29.0,20.0,12.0,53.0,10.0,32.0,834.0
Corse,2019/08/23,27.0,25.0,9.0,63.0,8.75,75.0,813.0
Grand Est,2019/08/23,27.0,20.5,15.0,67.0,10.0,2.0,838.0
Hauts-de-France,2019/08/23,25.5,18.0,7.5,57.0,10.0,19.0,843.0
Normandie,2019/08/23,24.0,18.0,14.0,62.0,10.0,39.0,839.0
Nouvelle-Aquitaine,2019/08/23,31.666666666666668,21.666666666666668,10.666666666666666,50.333333333333336,10.0,2.0,825.6666666666666
Occitanie,2019/08/23,31.0,24.5,12.0,51.5,10.0,2.0,818.5
Pays de la Loire,2019/08/23,30.0,20.0,19.0,51.0,10.0,9.0,831.0
Provence-Alpes-Côte d'Azur,2019/08/23,27.0,24.0,15.0,55.0,10.0,6.0,818.0
Île-de-France,2019/08/23,28.0,21.0,11.0,49.0,10.0,19.0,838.0
Bourgogne-Franche-Comté,2019/08/24,29.0,20.0,4.5,72.0,9.5,5.0,828.0
Bretagne,2019/08/24,30.0,21.0,13.0,55.0,10.0,46.0,831.0
Centre-Val de Loire,2019/08/24,32.0,23.0,8.0,53.0,10.0,24.0,831.0
Corse,2019/08/24,27.0,25.0,8.0,62.0,9.625,43.0,810.0
Grand Est,2019/08/24,27.5,21.5,10.0,70.5,10.0,6.5,834.0
Hauts-de-France,2019/08/24,28.0,21.0,12.0,60.0,10.0,34.0,839.5
Normandie,2019/08/24,29.0,21.0,12.0,59.0,10.0,43.0,835.0
Nouvelle-Aquitaine,2019/08/24,31.0,23.33333333333333,10.333333333333334,51.66666666666666,10.0,6.666666666666667,823.0
Occitanie,2019/08/24,31.0,24.5,16.5,59.0,10.0,2.0,815.5
Pays de la Loire,2019/08/24,33.0,23.0,14.0,41.0,10.0,38.0,828.0
Provence-Alpes-Côte d'Azur,2019/08/24,27.0,26.0,17.0,64.0,10.0,5.0,815.0
Île-de-France,2019/08/24,31.0,23.0,9.0,55.0,10.0,30.0,834.0
Bourgogne-Franche-Comté,2019/08/25,30.0,22.0,4.0,67.0,10.0,17.5,825.0
Bretagne,2019/08/25,28.0,21.0,18.0,73.0,10.0,16.0,828.0
Centre-Val de Loire,2019/08/25,34.0,25.0,4.0,40.0,10.0,4.0,828.0
Corse,2019/08/25,27.0,24.0,10.0,64.0,9.125,44.0,808.0
Grand Est,2019/08/25,30.0,23.5,5.0,71.0,10.0,22.5,831.0
Hauts-de-France,2019/08/25,32.5,23.5,4.5,53.5,10.0,14.0,836.0
Normandie,2019/08/25,28.0,23.0,12.0,50.0,10.0,11.0,832.0
Nouvelle-Aquitaine,2019/08/25,29.0,22.33333333333333,7.666666666666667,68.0,9.666666666666666,14.0,819.3333333333334
Occitanie,2019/08/25,29.0,22.5,13.0,73.5,9.5,11.0,813.0
Pays de la Loire,2019/08/25,30.0,21.0,13.0,66.0,10.0,12.0,825.0
Provence-Alpes-Côte d'Azur,2019/08/25,28.0,27.0,14.0,58.0,10.0,2.0,812.0
Île-de-France,2019/08/25,37.0,28.0,9.0,42.0,10.0,15.0,831.0
Bourgogne-Franche-Comté,2019/08/26,29.5,22.5,6.0,62.5,10.0,1.0,822.5
Bretagne,2019/08/26,30.0,21.0,21.0,73.0,8.0,14.0,825.0
Centre-Val de Loire,2019/08/26,33.0,25.0,8.0,37.0,10.0,6.0,824.0
Corse,2019/08/26,28.0,26.0,9.0,58.0,9.625,37.0,805.0
Grand Est,2019/08/26,30.5,24.0,6.0,55.0,10.0,9.0,827.5
Hauts-de-France,2019/08/26,31.0,25.0,8.0,51.5,10.0,3.0,832.5
Normandie,2019/08/26,26.0,21.0,12.0,74.0,10.0,9.0,829.0
Nouvelle-Aquitaine,2019/08/26,31.666666666666668,24.33333333333333,7.666666666666667,55.0,9.958333333333334,12.666666666666666,816.3333333333334
Occitanie,2019/08/26,30.5,24.5,17.0,60.5,10.0,11.5,810.0
Pays de la Loire,2019/08/26,33.0,24.0,9.0,60.0,9.0,25.0,822.0
Provence-Alpes-Côte d'Azur,2019/08/26,28.0,27.0,12.0,58.0,10.0,6.0,809.0
Île-de-France,2019/08/26,33.0,28.0,9.0,38.0,10.0,3.0,828.0
Bourgogne-Franche-Comté,2019/08/27,30.0,22.5,10.5,61.0,9.8125,25.0,819.0
Bretagne,2019/08/27,30.0,21.0,17.0,70.0,9.375,19.0,822.0
Centre-Val de Loire,2019/08/27,32.0,25.0,10.0,44.0,9.625,27.0,821.0
Corse,2019/08/27,29.0,26.0,9.0,60.0,9.75,29.0,803.0
Grand Est,2019/08/27,30.0,24.0,7.5,62.0,9.9375,19.0,824.0
Hauts-de-France,2019/08/27,31.0,25.0,13.0,55.5,10.0,9.5,829.0
Normandie,2019/08/27,30.0,23.0,14.0,59.0,9.875,21.0,825.0
Nouvelle-Aquitaine,2019/08/27,26.666666666666668,22.33333333333333,11.333333333333334,66.33333333333333,9.75,52.66666666666666,813.3333333333334
Occitanie,2019/08/27,28.0,23.5,11.5,70.0,9.9375,32.5,807.0
Pays de la Loire,2019/08/27,29.0,24.0,20.0,64.0,9.125,41.0,819.0
Provence-Alpes-Côte d'Azur,2019/08/27,27.0,21.0,16.0,63.0,10.0,15.0,806.0
Île-de-France,2019/08/27,34.0,26.0,10.0,44.0,9.875,14.0,824.0
Bourgogne-Franche-Comté,2019/08/28,29.0,23.0,6.5,73.5,9.5625,52.0,816.0
Bretagne,2019/08/28,24.0,19.0,22.0,88.0,7.375,62.0,819.0
Centre-Val de Loire,2019/08/28,27.0,22.0,15.0,76.0,9.875,46.0,818.0
Corse,2019/08/28,29.0,26.0,9.0,63.0,9.375,55.0,800.0
Grand Est,2019/08/28,30.0,24.0,9.0,64.0,9.5,48.5,820.5
Hauts-de-France,2019/08/28,26.0,20.0,16.5,77.0,9.75,58.0,825.5
Normandie,2019/08/28,23.0,18.0,12.0,86.0,8.0,62.0,822.0
Nouvelle-Aquitaine,2019/08/28,24.666666666666668,21.0,11.333333333333334,79.0,8.708333333333334,51.333333333333336,811.0
Occitanie,2019/08/28,28.5,23.5,12.5,70.5,9.8125,28.5,804.5
Pays de la Loire,2019/08/28,24.0,21.0,20.0,78.0,6.5,72.0,816.0
Provence-Alpes-Côte d'Azur,2019/08/28,27.0,25.0,8.0,64.0,9.25,41.0,803.0
Île-de-France,2019/08/28,28.0,24.0,14.0,57.0,9.875,41.0,821.0
Bourgogne-Franche-Comté,2019/08/29,26.0,21.5,9.5,80.5,8.8125,59.5,812.5
Bretagne,2019/08/29,24.0,15.0,14.0,72.0,9.0,20.0,815.0
Centre-Val de Loire,2019/08/29,25.0,19.0,12.0,69.0,10.0,15.0,814.0
Corse,2019/08/29,28.0,26.0,8.0,64.0,9.375,61.0,797.0
Grand Est,2019/08/29,26.5,22.5,11.0,71.5,9.1875,62.5,817.0
Hauts-de-France,2019/08/29,21.0,16.0,18.0,78.0,10.0,30.5,822.0
Normandie,2019/08/29,20.0,15.0,13.0,73.0,10.0,20.0,818.0
Nouvelle-Aquitaine,2019/08/29,26.0,19.33333333333333,11.333333333333334,76.0,8.791666666666666,26.666666666666668,808.0
Occitanie,2019/08/29,30.5,24.5,15.0,67.0,10.0,13.5,802.0
Pays de la Loire,2019/08/29,25.0,19.0,9.0,78.0,7.625,56.0,812.0
Provence-Alpes-Côte d'Azur,2019/08/29,28.0,27.0,18.0,61.0,9.75,28.0,801.0
Île-de-France,2019/08/29,26.0,21.0,12.0,59.0,10.0,16.0,818.0
Bourgogne-Franche-Comté,2019/08/30,27.5,21.5,12.5,73.5,9.0,9.5,809.0
Bretagne,2019/08/30,28.0,17.0,8.0,58.0,10.0,10.0,812.0
Centre-Val de Loire,2019/08/30,29.0,20.0,9.0,54.0,10.0,10.0,811.0
Corse,2019/08/30,28.0,25.0,9.0,64.0,9.5,50.0,795.0
Grand Est,2019/08/30,27.0,21.0,9.0,66.0,10.0,18.0,814.0
Hauts-de-France,2019/08/30,24.0,17.0,7.5,68.5,10.0,14.0,818.0
Normandie,2019/08/30,26.0,17.0,9.0,62.0,10.0,16.0,815.0
Nouvelle-Aquitaine,2019/08/30,30.33333333333333,22.666666666666668,7.333333333333333,57.66666666666666,10.0,7.666666666666667,804.6666666666666
Occitanie,2019/08/30,32.0,25.5,11.5,62.0,9.9375,15.0,798.5
Pays de la Loire,2019/08/30,30.0,20.0,8.0,58.0,10.0,27.0,809.0
Provence-Alpes-Côte d'Azur,2019/08/30,29.0,28.0,12.0,63.0,10.0,23.0,798.0
Île-de-France,2019/08/30,28.0,23.0,7.0,44.0,10.0,11.0,814.0
Bourgogne-Franche-Comté,2019/08/31,30.0,22.5,12.5,69.0,9.875,14.0,806.0
Bretagne,2019/08/31,25.0,18.0,22.0,66.0,10.0,28.0,809.0
Centre-Val de Loire,2019/08/31,29.0,23.0,21.0,58.0,10.0,23.0,808.0
Corse,2019/08/31,28.0,26.0,9.0,63.0,9.625,51.0,792.0
Grand Est,2019/08/31,30.0,23.0,11.5,63.0,9.9375,22.0,810.5
Hauts-de-France,2019/08/31,25.5,17.5,25.5,66.5,10.0,28.5,814.5
Normandie,2019/08/31,23.0,19.0,21.0,69.0,10.0,26.0,811.0
Nouvelle-Aquitaine,2019/08/31,26.0,22.33333333333333,17.666666666666668,67.33333333333333,10.0,8.333333333333334,801.3333333333334
Occitanie,2019/08/31,30.5,25.5,14.5,66.5,9.8125,30.5,795.5
Pays de la Loire,2019/08/31,23.0,19.0,24.0,62.0,9.375,20.0,806.0
Provence-Alpes-Côte d'Azur,2019/08/31,29.0,28.0,12.0,57.0,10.0,36.0,795.0
Île-de-France,2019/08/31,30.0,23.0,19.0,50.0,10.0,16.0,811.0
Bourgogne-Franche-Comté,2019/09/01,22.5,19.0,11.0,79.5,9.1875,69.0,802.5
Bretagne,2019/09/01,20.0,16.0,20.0,71.0,9.0,32.0,805.0
Centre-Val de Loire,2019/09/01,23.0,16.0,11.0,76.0,9.375,43.0,804.0
Corse,2019/09/01,28.0,26.0,9.0,61.0,9.5,56.0,789.0
Grand Est,2019/09/01,22.0,19.0,15.5,72.5,9.875,56.5,807.0
Hauts-de-France,2019/09/01,20.0,15.0,19.5,69.0,9.9375,43.5,810.5
Normandie,2019/09/01,19.0,16.0,18.0,69.0,10.0,36.0,808.0
Nouvelle-Aquitaine,2019/09/01,19.666666666666668,16.333333333333332,13.666666666666666,82.66666666666667,8.708333333333334,56.333333333333336,798.3333333333334
Occitanie,2019/09/01,26.5,22.0,16.0,72.0,9.625,58.5,793.0
Pays de la Loire,2019/09/01,23.0,17.0,14.0,63.0,9.625,36.0,802.0
Provence-Alpes-Côte d'Azur,2019/09/01,30.0,27.0,24.0,56.0,10.0,21.0,793.0
Île-de-France,2019/09/01,23.0,19.0,15.0,58.0,9.0,47.0,807.0
Bourgogne-Franche-Comté,2019/09/02,22.0,17.0,16.5,58.0,10.0,17.0,799.0
Bretagne,2019/09/02,21.0,14.0,17.0,66.0,10.0,13.0,802.0
Centre-Val de Loire,2019/09/02,22.0,16.0,11.0,58.0,10.0,15.0,801.0
Corse,2019/09/02,28.0,25.0,13.0,69.0,9.875,26.0,787.0
Grand Est,2019/09/02,21.5,17.0,11.0,57.0,10.0,21.0,803.5
Hauts-de-France,2019/09/02,20.0,14.5,15.0,70.0,10.0,8.5,807.0
Normandie,2019/09/02,19.0,14.0,13.0,71.0,10.0,18.0,805.0
Nouvelle-Aquitaine,2019/09/02,22.33333333333333,16.0,15.333333333333334,61.0,10.0,5.333333333333333,795.0
Occitanie,2019/09/02,26.5,20.5,26.0,53.5,9.875,24.0,790.5
Pays de la Loire,2019/09/02,24.0,15.0,14.0,62.0,10.0,5.0,799.0
Provence-Alpes-Côte d'Azur,2019/09/02,27.0,23.0,38.0,59.0,10.0,8.0,790.0
Île-de-France,2019/09/02,24.0,18.0,10.0,53.0,10.0,10.0,804.0
Bourgogne-Franche-Comté,2019/09/03,23.5,16.5,13.0,60.0,9.5,6.5,796.0
Bretagne,2019/09/03,23.0,16.0,14.0,69.0,9.0,6.0,799.0
Centre-Val de Loire,2019/09/03,25.0,18.0,7.0,55.0,10.0,5.0,798.0
Corse,2019/09/03,27.0,24.0,9.0,72.0,9.25,26.0,784.0
Grand Est,2019/09/03,23.5,17.5,7.0,52.5,10.0,7.0,800.0
Hauts-de-France,2019/09/03,19.0,14.5,18.5,80.0,9.5,52.5,803.5
Normandie,2019/09/03,19.0,16.0,15.0,73.0,7.0,37.0,801.0
Nouvelle-Aquitaine,2019/09/03,24.0,17.333333333333332,13.333333333333334,51.0,10.0,3.333333333333333,792.0
Occitanie,2019/09/03,27.0,20.0,13.0,45.5,10.0,9.5,787.5
Pays de la Loire,2019/09/03,26.0,17.0,9.0,63.0,10.0,4.0,796.0
Provence-Alpes-Côte d'Azur,2019/09/03,29.0,25.0,13.0,54.0,10.0,7.0,787.0
Île-de-France,2019/09/03,25.0,19.0,12.0,57.0,10.0,5.0,801.0
