25/01/2020 13:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=20.12
17/07/2019 06:00 | zone=3 | sensor=AQ-99 | pm25=-5 | no2=-1
20/01/2022 01:00 | zone=1 | sensor=AQ-99 | pm25=12,3 | no2=24.66
12/12/2022 18:00 | zone=3 | sensor=AQ-99 | pm25=18.69 | no2=N/A
05/07/2019 18:00 | zone=2 | sensor=AQ-02 | pm25=12,3 | no2=N/A
30/09/2022 11:00 | zone=6 | sensor=AQ-01 | pm25=NA | no2=-1
07/11/2022 12:00 | zone=4 | sensor=AQ-01 | pm25=12,3 | no2=-1
05/06/2020 16:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=40,7
22/05/2019 12:00 | zone=999 | sensor=AQ-01 | pm25=-5 | no2=50.99
05/11/2021 01:00 | zone=7 | sensor=AQ-03 | pm25=-5 | no2=40,7
03/10/2020 09:00 | zone=3 | sensor=AQ-02 | pm25=5.35 | no2=37.7
03/10/2019 13:00 | zone=3 | sensor=AQ-02 | pm25=6.28 | no2=N/A
08/01/2021 04:00 | zone=7 | sensor=AQ-03 | pm25=-5 | no2=46.72
21/02/2020 12:00 | zone=2 | sensor=AQ-03 | pm25= | no2=N/A
12/07/2022 02:00 | zone=5 | sensor=AQ-02 | pm25=NA | no2=-1
27/12/2020 16:00 | zone=1 | sensor=AQ-99 | pm25=NA | no2=-1
08/02/2022 23:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=
05/07/2022 05:00 | zone=6 | sensor=AQ-99 | pm25=NA | no2=
10/10/2021 12:00 | zone=10 | sensor=AQ-02 | pm25=13.0 | no2=42.2
06/04/2019 21:00 | zone=7 | sensor=AQ-99 | pm25=-5 | no2=N/A
22/04/2022 13:00 | zone=1 | sensor=AQ-02 | pm25= | no2=61.33
24/01/2019 10:00 | zone=8 | sensor=AQ-02 | pm25=NA | no2=48.05
19/08/2022 12:00 | zone=8 | sensor=AQ-99 | pm25=NA | no2=-1
07/12/2019 19:00 | zone=4 | sensor=AQ-99 | pm25= | no2=N/A
18/08/2022 03:00 | zone=4 | sensor=AQ-03 | pm25=NA | no2=30.74
29/07/2019 11:00 | zone=7 | sensor=AQ-99 | pm25=NA | no2=3.08
07/03/2020 14:00 | zone=7 | sensor=AQ-02 | pm25=12,3 | no2=15.77
04/05/2022 02:00 | zone=2 | sensor=AQ-02 | pm25=8.26 | no2=N/A
15/03/2021 14:00 | zone=3 | sensor=AQ-01 | pm25=12,3 | no2=-1
22/10/2021 21:00 | zone=2 | sensor=AQ-01 | pm25=-5 | no2=-1
03/12/2022 18:00 | zone=5 | sensor=AQ-01 | pm25=12,3 | no2=N/A
10/05/2019 12:00 | zone=3 | sensor=AQ-99 | pm25=12,3 | no2=58.23
05/10/2019 02:00 | zone=6 | sensor=AQ-01 | pm25=16.5 | no2=N/A
24/06/2021 07:00 | zone=1 | sensor=AQ-99 | pm25=12,3 | no2=
24/10/2021 23:00 | zone=1 | sensor=AQ-99 | pm25= | no2=-1
25/02/2022 18:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=40,7
30/10/2020 07:00 | zone=1 | sensor=AQ-02 | pm25=25.09 | no2=
27/12/2020 07:00 | zone=7 | sensor=AQ-99 | pm25= | no2=
01/09/2021 05:00 | zone=2 | sensor=AQ-01 | pm25= | no2=40,7
26/12/2019 01:00 | zone=6 | sensor=AQ-02 | pm25=12,3 | no2=-1
07/06/2022 16:00 | zone=1 | sensor=AQ-02 | pm25=NA | no2=40,7
29/09/2021 21:00 | zone=6 | sensor=AQ-02 | pm25= | no2=
12/08/2019 02:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=
20/06/2020 16:00 | zone=2 | sensor=AQ-02 | pm25= | no2=N/A
19/12/2019 03:00 | zone=9 | sensor=AQ-99 | pm25=12,3 | no2=56.47
12/01/2019 13:00 | zone=3 | sensor=AQ-01 | pm25= | no2=40,7
10/07/2019 00:00 | zone=2 | sensor=AQ-03 | pm25=17.02 | no2=39.54
25/05/2022 12:00 | zone=999 | sensor=AQ-02 | pm25=NA | no2=40,7
28/06/2019 15:00 | zone=999 | sensor=AQ-01 | pm25=NA | no2=N/A
27/02/2022 20:00 | zone=5 | sensor=AQ-02 | pm25= | no2=4.69
02/10/2019 00:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=40,7
19/04/2021 13:00 | zone=5 | sensor=AQ-03 | pm25= | no2=-1
19/08/2021 07:00 | zone=10 | sensor=AQ-02 | pm25= | no2=40,7
16/08/2019 07:00 | zone=10 | sensor=AQ-99 | pm25=-5 | no2=64.73
10/11/2021 17:00 | zone=2 | sensor=AQ-99 | pm25=NA | no2=
06/01/2019 15:00 | zone=10 | sensor=AQ-99 | pm25=NA | no2=19.54
21/06/2020 15:00 | zone=5 | sensor=AQ-99 | pm25= | no2=40,7
12/06/2020 19:00 | zone=2 | sensor=AQ-02 | pm25=12,3 | no2=N/A
20/09/2020 18:00 | zone=8 | sensor=AQ-99 | pm25=NA | no2=
12/08/2020 14:00 | zone=5 | sensor=AQ-03 | pm25=-5 | no2=
10/06/2021 05:00 | zone=7 | sensor=AQ-01 | pm25=-5 | no2=N/A
04/01/2020 01:00 | zone=9 | sensor=AQ-01 | pm25= | no2=N/A
06/05/2020 23:00 | zone=8 | sensor=AQ-01 | pm25=12,3 | no2=
07/05/2019 17:00 | zone=7 | sensor=AQ-99 | pm25=28.65 | no2=
01/01/2020 20:00 | zone=999 | sensor=AQ-02 | pm25=12,3 | no2=75.48
26/12/2022 11:00 | zone=5 | sensor=AQ-02 | pm25= | no2=40,7
05/10/2020 02:00 | zone=1 | sensor=AQ-03 | pm25=-5 | no2=40,7
20/02/2021 22:00 | zone=1 | sensor=AQ-02 | pm25=-5 | no2=-1
05/04/2020 13:00 | zone=8 | sensor=AQ-02 | pm25=12,3 | no2=
08/04/2020 01:00 | zone=10 | sensor=AQ-01 | pm25=13.65 | no2=36.86
16/04/2021 09:00 | zone=10 | sensor=AQ-01 | pm25=12,3 | no2=40,7
25/10/2019 18:00 | zone=1 | sensor=AQ-03 | pm25= | no2=N/A
15/09/2019 17:00 | zone=10 | sensor=AQ-99 | pm25=NA | no2=-1
09/05/2022 17:00 | zone=4 | sensor=AQ-02 | pm25=12,3 | no2=-1
27/04/2020 05:00 | zone=10 | sensor=AQ-99 | pm25=-5 | no2=N/A
26/12/2022 09:00 | zone=9 | sensor=AQ-01 | pm25=NA | no2=40,7
29/05/2021 00:00 | zone=3 | sensor=AQ-01 | pm25=NA | no2=
27/08/2021 01:00 | zone=9 | sensor=AQ-03 | pm25= | no2=N/A
15/10/2021 07:00 | zone=1 | sensor=AQ-01 | pm25=NA | no2=N/A
17/01/2021 23:00 | zone=999 | sensor=AQ-03 | pm25=12,3 | no2=
05/01/2021 05:00 | zone=3 | sensor=AQ-03 | pm25= | no2=
30/12/2022 21:00 | zone=999 | sensor=AQ-99 | pm25=NA | no2=
16/06/2021 14:00 | zone=2 | sensor=AQ-99 | pm25= | no2=-1
08/02/2019 21:00 | zone=9 | sensor=AQ-03 | pm25=NA | no2=40,7
21/04/2019 23:00 | zone=3 | sensor=AQ-03 | pm25=NA | no2=-1
26/06/2021 07:00 | zone=2 | sensor=AQ-01 | pm25= | no2=40,7
21/01/2020 01:00 | zone=999 | sensor=AQ-01 | pm25=-5 | no2=N/A
19/05/2022 00:00 | zone=9 | sensor=AQ-01 | pm25= | no2=-1
01/09/2021 08:00 | zone=999 | sensor=AQ-99 | pm25=12,3 | no2=40,7
01/03/2021 07:00 | zone=9 | sensor=AQ-03 | pm25=NA | no2=N/A
19/05/2020 12:00 | zone=2 | sensor=AQ-02 | pm25=-5 | no2=-1
16/12/2020 20:00 | zone=3 | sensor=AQ-01 | pm25= | no2=35.96
28/07/2022 23:00 | zone=10 | sensor=AQ-01 | pm25=NA | no2=40,7
22/06/2020 12:00 | zone=6 | sensor=AQ-01 | pm25= | no2=N/A
01/03/2022 13:00 | zone=10 | sensor=AQ-02 | pm25= | no2=-1
19/08/2021 12:00 | zone=1 | sensor=AQ-01 | pm25=-5 | no2=40,7
16/05/2020 04:00 | zone=10 | sensor=AQ-02 | pm25=12,3 | no2=40,7
28/09/2022 20:00 | zone=7 | sensor=AQ-02 | pm25=-5 | no2=N/A
07/01/2021 00:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=-1
03/05/2019 11:00 | zone=8 | sensor=AQ-01 | pm25= | no2=
01/11/2020 14:00 | zone=6 | sensor=AQ-03 | pm25=-5 | no2=N/A
16/06/2022 11:00 | zone=10 | sensor=AQ-02 | pm25=15.71 | no2=
15/05/2019 08:00 | zone=5 | sensor=AQ-03 | pm25=NA | no2=N/A
21/05/2020 06:00 | zone=10 | sensor=AQ-03 | pm25=NA | no2=N/A
14/10/2020 19:00 | zone=4 | sensor=AQ-02 | pm25= | no2=-1
08/03/2019 08:00 | zone=3 | sensor=AQ-01 | pm25=NA | no2=
28/12/2021 06:00 | zone=2 | sensor=AQ-03 | pm25= | no2=-1
24/10/2020 22:00 | zone=3 | sensor=AQ-02 | pm25=17.11 | no2=
30/12/2022 21:00 | zone=5 | sensor=AQ-02 | pm25=12,3 | no2=N/A
05/04/2021 16:00 | zone=10 | sensor=AQ-99 | pm25= | no2=N/A
11/06/2020 09:00 | zone=8 | sensor=AQ-99 | pm25=-5 | no2=-1
04/06/2021 06:00 | zone=7 | sensor=AQ-02 | pm25=12,3 | no2=
01/05/2021 08:00 | zone=2 | sensor=AQ-01 | pm25=6.78 | no2=-1
31/07/2020 01:00 | zone=10 | sensor=AQ-03 | pm25=12,3 | no2=
12/05/2020 02:00 | zone=5 | sensor=AQ-02 | pm25=22.57 | no2=31.5
22/12/2020 23:00 | zone=9 | sensor=AQ-01 | pm25=12,3 | no2=
06/05/2020 02:00 | zone=999 | sensor=AQ-03 | pm25=-5 | no2=N/A
18/11/2022 21:00 | zone=4 | sensor=AQ-02 | pm25=7.5 | no2=-1
19/12/2022 05:00 | zone=6 | sensor=AQ-02 | pm25=6.56 | no2=-1
19/11/2019 21:00 | zone=999 | sensor=AQ-03 | pm25=-5 | no2=N/A
14/06/2022 05:00 | zone=7 | sensor=AQ-99 | pm25=NA | no2=N/A
02/02/2020 07:00 | zone=1 | sensor=AQ-01 | pm25= | no2=
27/04/2022 06:00 | zone=5 | sensor=AQ-99 | pm25=19.97 | no2=40,7
26/03/2019 04:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=
24/05/2021 22:00 | zone=4 | sensor=AQ-01 | pm25=19.4 | no2=
05/12/2019 05:00 | zone=8 | sensor=AQ-03 | pm25=-5 | no2=N/A
26/12/2021 12:00 | zone=999 | sensor=AQ-02 | pm25=12,3 | no2=40,7
17/08/2020 13:00 | zone=1 | sensor=AQ-01 | pm25=8.54 | no2=-1
22/12/2020 19:00 | zone=1 | sensor=AQ-99 | pm25=10.99 | no2=N/A
11/04/2022 13:00 | zone=10 | sensor=AQ-01 | pm25=12,3 | no2=N/A
18/05/2019 02:00 | zone=6 | sensor=AQ-99 | pm25=9.7 | no2=
09/11/2021 11:00 | zone=7 | sensor=AQ-03 | pm25=20.55 | no2=40,7
26/06/2022 13:00 | zone=4 | sensor=AQ-03 | pm25=-5 | no2=-1
13/02/2022 10:00 | zone=8 | sensor=AQ-99 | pm25=NA | no2=N/A
22/08/2022 18:00 | zone=7 | sensor=AQ-02 | pm25=9.87 | no2=-1
25/03/2019 21:00 | zone=10 | sensor=AQ-99 | pm25=17.44 | no2=N/A
12/12/2022 13:00 | zone=999 | sensor=AQ-02 | pm25= | no2=N/A
19/09/2020 03:00 | zone=9 | sensor=AQ-03 | pm25=17.35 | no2=40,7
16/11/2022 21:00 | zone=10 | sensor=AQ-01 | pm25=NA | no2=40,7
22/03/2021 21:00 | zone=7 | sensor=AQ-02 | pm25= | no2=18.34
20/01/2022 02:00 | zone=9 | sensor=AQ-02 | pm25=-5 | no2=58.5
03/06/2020 21:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=-1
05/01/2021 19:00 | zone=8 | sensor=AQ-02 | pm25=21.71 | no2=40,7
12/01/2022 16:00 | zone=1 | sensor=AQ-02 | pm25=NA | no2=
18/01/2019 21:00 | zone=3 | sensor=AQ-01 | pm25=NA | no2=
11/04/2021 01:00 | zone=9 | sensor=AQ-03 | pm25=18.35 | no2=40,7
29/09/2021 16:00 | zone=1 | sensor=AQ-01 | pm25=12,3 | no2=
19/02/2020 17:00 | zone=10 | sensor=AQ-01 | pm25=12,3 | no2=-1
06/12/2021 04:00 | zone=5 | sensor=AQ-99 | pm25= | no2=43.89
07/07/2022 11:00 | zone=6 | sensor=AQ-02 | pm25= | no2=N/A
17/04/2020 09:00 | zone=9 | sensor=AQ-03 | pm25=12,3 | no2=-1
05/04/2020 12:00 | zone=5 | sensor=AQ-03 | pm25= | no2=40.19
05/08/2022 00:00 | zone=4 | sensor=AQ-99 | pm25= | no2=27.13
07/07/2022 03:00 | zone=2 | sensor=AQ-02 | pm25=19.91 | no2=40,7
09/01/2022 08:00 | zone=7 | sensor=AQ-99 | pm25=-5 | no2=40,7
09/06/2019 14:00 | zone=999 | sensor=AQ-02 | pm25=26.67 | no2=
27/05/2019 13:00 | zone=7 | sensor=AQ-03 | pm25= | no2=N/A
05/04/2019 03:00 | zone=10 | sensor=AQ-02 | pm25= | no2=-1
25/08/2021 02:00 | zone=9 | sensor=AQ-99 | pm25=-5 | no2=40,7
18/10/2020 19:00 | zone=10 | sensor=AQ-99 | pm25=-5 | no2=-1
08/11/2020 02:00 | zone=6 | sensor=AQ-03 | pm25= | no2=
31/10/2022 20:00 | zone=9 | sensor=AQ-99 | pm25=NA | no2=40,7
20/05/2022 03:00 | zone=1 | sensor=AQ-02 | pm25=17.16 | no2=40,7
25/08/2019 06:00 | zone=5 | sensor=AQ-99 | pm25=12,3 | no2=-1
21/06/2021 08:00 | zone=7 | sensor=AQ-02 | pm25=12,3 | no2=40,7
13/08/2019 08:00 | zone=4 | sensor=AQ-02 | pm25=12,3 | no2=19.02
28/06/2021 09:00 | zone=2 | sensor=AQ-99 | pm25= | no2=-1
07/12/2022 17:00 | zone=999 | sensor=AQ-99 | pm25=-5 | no2=40,7
30/04/2021 06:00 | zone=6 | sensor=AQ-99 | pm25=-5 | no2=N/A
06/12/2022 05:00 | zone=7 | sensor=AQ-03 | pm25=-5 | no2=
14/06/2021 01:00 | zone=10 | sensor=AQ-03 | pm25= | no2=-1
25/01/2019 21:00 | zone=3 | sensor=AQ-02 | pm25=12,3 | no2=24.78
04/03/2020 10:00 | zone=6 | sensor=AQ-01 | pm25=12,3 | no2=N/A
09/02/2019 04:00 | zone=6 | sensor=AQ-03 | pm25=22.53 | no2=35.28
10/08/2022 19:00 | zone=8 | sensor=AQ-02 | pm25= | no2=
28/03/2020 11:00 | zone=2 | sensor=AQ-03 | pm25= | no2=-1
21/09/2021 07:00 | zone=9 | sensor=AQ-01 | pm25=NA | no2=-1
06/08/2022 10:00 | zone=999 | sensor=AQ-03 | pm25=-5 | no2=42.56
06/07/2022 20:00 | zone=3 | sensor=AQ-99 | pm25= | no2=-1
26/10/2020 00:00 | zone=6 | sensor=AQ-02 | pm25= | no2=N/A
17/03/2020 01:00 | zone=9 | sensor=AQ-02 | pm25=18.9 | no2=40,7
16/12/2022 04:00 | zone=7 | sensor=AQ-02 | pm25=25.73 | no2=-1
08/06/2020 17:00 | zone=7 | sensor=AQ-99 | pm25=NA | no2=N/A
13/10/2022 20:00 | zone=5 | sensor=AQ-02 | pm25=-5 | no2=
04/07/2019 21:00 | zone=3 | sensor=AQ-02 | pm25= | no2=40,7
01/02/2022 20:00 | zone=9 | sensor=AQ-03 | pm25=NA | no2=40,7
27/03/2021 03:00 | zone=7 | sensor=AQ-99 | pm25=12,3 | no2=12.92
27/06/2022 07:00 | zone=5 | sensor=AQ-02 | pm25=NA | no2=
23/02/2022 22:00 | zone=4 | sensor=AQ-01 | pm25= | no2=32.64
12/06/2021 15:00 | zone=4 | sensor=AQ-01 | pm25=12.11 | no2=-1
02/07/2020 03:00 | zone=999 | sensor=AQ-02 | pm25=NA | no2=40,7
06/02/2022 19:00 | zone=999 | sensor=AQ-02 | pm25= | no2=28.82
30/01/2019 16:00 | zone=4 | sensor=AQ-99 | pm25=19.7 | no2=-1
21/11/2022 04:00 | zone=7 | sensor=AQ-99 | pm25= | no2=
09/12/2019 20:00 | zone=9 | sensor=AQ-02 | pm25=NA | no2=N/A
18/01/2022 18:00 | zone=6 | sensor=AQ-99 | pm25=-5 | no2=31.75
16/07/2022 23:00 | zone=4 | sensor=AQ-02 | pm25=12,3 | no2=40,7
13/09/2022 06:00 | zone=5 | sensor=AQ-99 | pm25= | no2=N/A
08/03/2020 21:00 | zone=5 | sensor=AQ-03 | pm25=16.15 | no2=-1
29/11/2019 14:00 | zone=1 | sensor=AQ-03 | pm25=NA | no2=
10/07/2020 10:00 | zone=5 | sensor=AQ-02 | pm25=-5 | no2=N/A
24/11/2020 14:00 | zone=8 | sensor=AQ-99 | pm25=8.97 | no2=40,7
17/10/2022 07:00 | zone=9 | sensor=AQ-99 | pm25=NA | no2=
26/02/2021 03:00 | zone=7 | sensor=AQ-99 | pm25=NA | no2=-1
30/11/2022 19:00 | zone=6 | sensor=AQ-03 | pm25= | no2=-1
01/12/2021 13:00 | zone=8 | sensor=AQ-01 | pm25=-5 | no2=-1
08/08/2019 17:00 | zone=4 | sensor=AQ-01 | pm25= | no2=34.35
07/12/2022 19:00 | zone=10 | sensor=AQ-03 | pm25=NA | no2=40,7
08/03/2019 13:00 || zone=2 || sensor=AQ-03 || pm25= || no2=N/A
18/08/2019 03:00 | zone=10 | sensor=AQ-01 | pm25=-5 | no2=N/A
22/12/2019 15:00 | zone=999 | sensor=AQ-01 | pm25= | no2=31.52
02/10/2019 08:00 | zone=10 | sensor=AQ-99 | pm25=-5 | no2=-1
15/10/2021 02:00 | zone=8 | sensor=AQ-99 | pm25=-5 | no2=7.97
18/12/2019 15:00 | zone=7 | sensor=AQ-99 | pm25= | no2=
07/06/2019 02:00 | zone=1 | sensor=AQ-02 | pm25= | no2=-1
14/01/2021 22:00 | zone=6 | sensor=AQ-99 | pm25=15.79 | no2=
20/10/2019 14:00 | zone=6 | sensor=AQ-99 | pm25=23.31 | no2=
23/08/2020 09:00 | zone=1 | sensor=AQ-01 | pm25= | no2=40,7
19/11/2019 09:00 | zone=7 | sensor=AQ-03 | pm25=12,3 | no2=
10/08/2019 21:00 | zone=999 | sensor=AQ-03 | pm25=NA | no2=N/A
13/11/2021 04:00 | zone=8 | sensor=AQ-01 | pm25=3.42 | no2=28.23
12/12/2020 04:00 | zone=3 | sensor=AQ-01 | pm25= | no2=29.45
09/12/2020 00:00 | zone=9 | sensor=AQ-99 | pm25=-5 | no2=42.96
26/09/2020 10:00 | zone=9 | sensor=AQ-02 | pm25=4.13 | no2=40,7
12/08/2020 10:00 | zone=7 | sensor=AQ-02 | pm25=NA | no2=40.77
25/08/2020 08:00 | zone=8 | sensor=AQ-02 | pm25=-5 | no2=
10/08/2022 02:00 | zone=4 | sensor=AQ-99 | pm25=NA | no2=
18/09/2020 14:00 | zone=9 | sensor=AQ-02 | pm25=NA | no2=-1
08/02/2021 10:00 | zone=2 | sensor=AQ-99 | pm25=25.67 | no2=
16/11/2022 10:00 | zone=1 | sensor=AQ-03 | pm25=12,3 | no2=
21/07/2019 18:00 | zone=1 | sensor=AQ-02 | pm25=NA | no2=N/A
16/04/2019 02:00 | zone=3 | sensor=AQ-01 | pm25=-5 | no2=N/A
04/02/2020 12:00 | zone=3 | sensor=AQ-99 | pm25= | no2=-1
06/06/2020 13:00 | zone=999 | sensor=AQ-03 | pm25=-5 | no2=33.9
10/09/2020 01:00 | zone=9 | sensor=AQ-02 | pm25=-5 | no2=N/A
30/05/2021 17:00 | zone=8 | sensor=AQ-02 | pm25=12,3 | no2=36.3
05/03/2020 19:00 | zone=9 | sensor=AQ-01 | pm25=21.16 | no2=
31/10/2022 17:00 | zone=999 | sensor=AQ-02 | pm25=-5 | no2=-1
06/09/2022 10:00 | zone=5 | sensor=AQ-99 | pm25=20.32 | no2=27.38
14/09/2022 20:00 | zone=999 | sensor=AQ-99 | pm25=NA | no2=
30/07/2019 20:00 | zone=1 | sensor=AQ-99 | pm25= | no2=N/A
14/06/2022 12:00 | zone=9 | sensor=AQ-01 | pm25=NA | no2=-1
28/02/2021 13:00 | zone=8 | sensor=AQ-01 | pm25=NA | no2=-1
18/07/2019 08:00 | zone=999 | sensor=AQ-99 | pm25=12,3 | no2=40,7
17/08/2021 02:00 | zone=5 | sensor=AQ-02 | pm25=-5 | no2=
11/10/2019 19:00 | zone=10 | sensor=AQ-99 | pm25=NA | no2=40,7
09/11/2021 12:00 | zone=1 | sensor=AQ-01 | pm25=-5 | no2=-1
01/06/2021 13:00 | zone=9 | sensor=AQ-03 | pm25= | no2=
06/06/2022 11:00 | zone=7 | sensor=AQ-01 | pm25=-5 | no2=-1
24/11/2022 16:00 | zone=4 | sensor=AQ-99 | pm25= | no2=
07/11/2019 04:00 | zone=1 | sensor=AQ-02 | pm25= | no2=N/A
14/01/2021 10:00 | zone=5 | sensor=AQ-01 | pm25=NA | no2=40.22
20/10/2020 23:00 | zone=10 | sensor=AQ-01 | pm25=8.44 | no2=19.52
21/02/2022 04:00 | zone=999 | sensor=AQ-03 | pm25= | no2=N/A
08/09/2022 07:00 | zone=10 | sensor=AQ-02 | pm25=-5 | no2=
14/09/2019 09:00 | zone=3 | sensor=AQ-02 | pm25=-5 | no2=40,7
12/02/2019 21:00 | zone=3 | sensor=AQ-02 | pm25=-5 | no2=40,7
25/08/2022 16:00 | zone=4 | sensor=AQ-99 | pm25= | no2=
26/04/2019 06:00 | zone=6 | sensor=AQ-03 | pm25=-5 | no2=40,7
10/04/2019 14:00 | zone=10 | sensor=AQ-03 | pm25= | no2=40,7
08/03/2020 22:00 | zone=2 | sensor=AQ-03 | pm25=12,3 | no2=16.16
13/04/2022 04:00 | zone=6 | sensor=AQ-03 | pm25= | no2=-1
08/04/2021 19:00 | zone=7 | sensor=AQ-02 | pm25=12,3 | no2=17.75
23/04/2022 21:00 | zone=6 | sensor=AQ-03 | pm25= | no2=40,7
18/08/2021 18:00 | zone=2 | sensor=AQ-02 | pm25=12,3 | no2=40,7
30/06/2020 07:00 | zone=4 | sensor=AQ-02 | pm25=-5 | no2=40,7
03/02/2019 06:00 | zone=999 | sensor=AQ-01 | pm25=-5 | no2=40,7
29/10/2022 02:00 | zone=6 | sensor=AQ-03 | pm25=12,3 | no2=
30/07/2020 20:00 | zone=4 | sensor=AQ-01 | pm25=18.4 | no2=-1
27/07/2020 13:00 | zone=10 | sensor=AQ-99 | pm25=-5 | no2=27.38
10/12/2020 23:00 | zone=8 | sensor=AQ-01 | pm25=12,3 | no2=N/A
01/02/2019 16:00 | zone=1 | sensor=AQ-02 | pm25=12,3 | no2=
07/05/2020 12:00 | zone=7 | sensor=AQ-01 | pm25= | no2=-1
10/04/2020 16:00 | zone=6 | sensor=AQ-99 | pm25=16.64 | no2=-1
28/08/2019 13:00 | zone=5 | sensor=AQ-99 | pm25= | no2=
13/06/2022 10:00 | zone=10 | sensor=AQ-01 | pm25=13.64 | no2=40,7
06/10/2019 06:00 | zone=3 | sensor=AQ-01 | pm25=-5 | no2=-1
26/09/2020 12:00 | zone=999 | sensor=AQ-99 | pm25=13.46 | no2=N/A
03/01/2019 02:00 | zone=10 | sensor=AQ-03 | pm25= | no2=40,7
23/09/2019 08:00 | zone=4 | sensor=AQ-03 | pm25=NA | no2=N/A
12/05/2022 15:00 | zone=6 | sensor=AQ-02 | pm25=-5 | no2=40,7
11/01/2020 19:00 | zone=999 | sensor=AQ-99 | pm25=12.04 | no2=
13/04/2021 00:00 | zone=1 | sensor=AQ-99 | pm25=23.23 | no2=-1
28/10/2019 01:00 | zone=2 | sensor=AQ-99 | pm25= | no2=40,7
01/10/2022 01:00 | zone=2 | sensor=AQ-01 | pm25=12,3 | no2=-1
29/07/2019 00:00 | zone=7 | sensor=AQ-01 | pm25=NA | no2=N/A
07/10/2021 13:00 | zone=10 | sensor=AQ-02 | pm25=16.13 | no2=40,7
31/12/2021 13:00 | zone=9 | sensor=AQ-03 | pm25=-5 | no2=-1
28/10/2020 10:00 | zone=4 | sensor=AQ-99 | pm25= | no2=N/A
19/03/2022 09:00 | zone=6 | sensor=AQ-01 | pm25=13.25 | no2=N/A
20/10/2021 12:00 | zone=4 | sensor=AQ-03 | pm25= | no2=40,7
12/06/2019 12:00 | zone=2 | sensor=AQ-99 | pm25=-5 | no2=29.99
13/10/2021 12:00 | zone=2 | sensor=AQ-01 | pm25=12,3 | no2=
10/06/2021 00:00 | zone=6 | sensor=AQ-99 | pm25=12,3 | no2=33.56
05/10/2022 04:00 | zone=6 | sensor=AQ-03 | pm25=12,3 | no2=40,7
04/04/2022 10:00 | zone=10 | sensor=AQ-99 | pm25=-5 | no2=44.5
17/02/2022 16:00 | zone=5 | sensor=AQ-99 | pm25=-5 | no2=N/A
13/06/2021 17:00 | zone=3 | sensor=AQ-01 | pm25=-5 | no2=40,7
24/06/2019 02:00 | zone=3 | sensor=AQ-01 | pm25=21.7 | no2=40,7
14/09/2019 10:00 | zone=999 | sensor=AQ-99 | pm25=12,3 | no2=40,7
29/11/2022 09:00 | zone=4 | sensor=AQ-03 | pm25=16.49 | no2=50.49
11/09/2022 13:00 | zone=8 | sensor=AQ-03 | pm25= | no2=N/A
21/12/2019 21:00 | zone=9 | sensor=AQ-99 | pm25=12,3 | no2=
11/12/2019 06:00 | zone=2 | sensor=AQ-01 | pm25=NA | no2=30.78
10/03/2022 00:00 | zone=2 | sensor=AQ-02 | pm25= | no2=N/A
06/09/2022 03:00 | zone=3 | sensor=AQ-02 | pm25=11.54 | no2=40,7
30/05/2021 07:00 | zone=999 | sensor=AQ-99 | pm25=-5 | no2=N/A
24/11/2022 01:00 | zone=4 | sensor=AQ-01 | pm25= | no2=40,7
30/03/2020 14:00 | zone=8 | sensor=AQ-02 | pm25=NA | no2=40,7
11/06/2020 17:00 | zone=3 | sensor=AQ-01 | pm25=-5 | no2=50.19
13/02/2022 22:00 | zone=9 | sensor=AQ-02 | pm25=-5 | no2=
26/03/2019 04:00 | zone=4 | sensor=AQ-01 | pm25=12,3 | no2=27.96
24/03/2021 10:00 | zone=10 | sensor=AQ-03 | pm25=7.69 | no2=
28/02/2019 20:00 | zone=2 | sensor=AQ-02 | pm25=12,3 | no2=40,7
04/06/2020 08:00 | zone=8 | sensor=AQ-03 | pm25=8.75 | no2=40,7
02/06/2022 06:00 | zone=3 | sensor=AQ-02 | pm25=17.95 | no2=N/A
06/10/2021 01:00 | zone=8 | sensor=AQ-02 | pm25=12,3 | no2=-1
09/02/2020 22:00 | zone=5 | sensor=AQ-01 | pm25=12,3 | no2=40,7
06/06/2021 09:00 | zone=5 | sensor=AQ-01 | pm25=12,3 | no2=40,7
27/08/2020 18:00 | zone=2 | sensor=AQ-99 | pm25=12,3 | no2=-1
20/10/2022 05:00 | zone=10 | sensor=AQ-02 | pm25= | no2=40,7
08/01/2020 04:00 | zone=999 | sensor=AQ-01 | pm25= | no2=61.8
05/07/2021 20:00 | zone=9 | sensor=AQ-01 | pm25=NA | no2=-1
17/02/2019 14:00 | zone=6 | sensor=AQ-99 | pm25=26.13 | no2=35.49
02/09/2020 01:00 | zone=6 | sensor=AQ-99 | pm25=NA | no2=N/A
02/06/2020 11:00 | zone=7 | sensor=AQ-02 | pm25=-5 | no2=N/A
03/05/2021 19:00 | zone=3 | sensor=AQ-03 | pm25=12.28 | no2=53.62
